Artículo;Descripción;Depósito;Sucursal;Saldo disponible;Agrupación;Precio tarjeta
"2071094";"Lavarropas Codini Silent 4054 10KG Semiautomatico 7 Prog.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"262649"
"2071098";"Lavarropas Codini 4053 Dynamics 10KG Semiautomatico 7 Prog.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"226599"
"2071223";"Lavarropas Drean NEXT 6.06 Eco 6KG 600RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071224";"Lavarropas Drean NEXT 6.08 6KG 800RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071225";"Lavarropas Drean NEXT 7.10 7KG 1000RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071226";"Lavarropas Drean NEXT 8.12 8KG 1200RPM Eco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071381";"Lavarropas Drean NEXT 6.09 6KG 900RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071575";"Lavarropas Drean NEXT 7.09 7KG 900RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2071914";"Lavarropas Drean GOLD BLUE 10.8 ECO";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"969119"
"2071927";"Lavarropas Whirlpool WLCF85BA carga frontal 8.5kg 1400rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2072095";"Lavarropas Columbia LSC7000 Semiautomatico 7 kg";"Calle 31 y 42";"CALLE 31";"6";"LAVARROPAS";"196899"
"2072096";"Lavarropas Columbia LSC10000 Semiautomatico 10 kg";"Calle 31 y 42";"CALLE 31";"11";"LAVARROPAS";"216119"
"2072232";"Lavarropas Electrolux ELAF06W 6KG 900RPM Carga frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"657899"
"2072412";"Lavarropas Electrolux ELAF07W 7KG 1000RPM Carga frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2072432";"Lavarropas Samsung WW65MONHUU 6.5kg Silver Carga frontal";"Calle 31 y 42";"CALLE 31";"-1";"LAVARROPAS";"9"
"2072476";"Lavarropas Drean NEXT 10.12 PG Eco 10 Kg 1200RPM Gris";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2072528";"Lavarropas Samsung WW65MONHWU 6,5Kg Blanco";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"819999"
"2072693";"Lavarropas Zanella Z5515 5.5Kg 500RPM Carga Frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2072694";"Lavarropas Steel Home SH6SB Redondo 6 Programas";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073129";"Lavarropas Whirlpool WWI16CS 10Kg. Carga Sup. Silver";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073168";"Lavarropas Drean GOLD Design Gold 10.8 Si 8kg 1000rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"960899"
"2073176";"Lavarropas Columbia LSC10001 10 kg c/bomba desagote";"Calle 31 y 42";"CALLE 31";"8";"LAVARROPAS";"261099"
"2073216";"Lavarropas Samsung WA70F5S4UDW 7kg 700 RPM Blanco c/Superior";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"931189"
"2073269";"Lavarropas Drean NEXT 8.14 PG ECO 8KG 1400RPM";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073319";"Lavarropas Drean NEXT 10.12 P Eco 10 Kg 1200RPM Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073390";"Lavarropas Eslabon de lujo EWH07AB C/S 7kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073411";"Lavarropas Whirlpool WWH07AB c/superior 7.5kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"826139"
"2073587";"Lavarropas Gafa Fuzzy Fit Blanco 7 kg 760 rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073588";"Lavarropas Gafa Fuzzy Fit Gris Plata 7 kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2073611";"Lavarropas Gafa Digi Fit Blanco 6.5 kg 760rpm c/s";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"587089"
"2073802";"Lavarropas Eslabon de lujo EWN09ABWZA C/S 9Kg Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"779359"
"2073915";"Lavarropas ENOVA EWMF-B6 c.frontal 6kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"201119"
"2073916";"Lavarropas ENOVA EWM-B5 c/vertical 5kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"149069"
"2073955";"Lavarropas Codini Silent 4052 10KG  6 Prog. Comando Superior";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"198799"
"2074107";"Lavarropas Patrick LTPK67SB 6kg c/s semiauto.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"256469"
"2074108";"Lavarropas Patrick LTPK79SB 7kg c/s semiauto.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074160";"Lavarropas Whirlpool WW11BTBZWA c/s 700 rpm 11 Kg Gris oscuro";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1073029"
"2074185";"Lavarropas Samsung WW10T504DAW Smart 10KG 1400rpm Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1890119"
"2074200";"Lavarropas Samsung WW70A4000EE 7 kg 1000 rpm Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"942369"
"2074201";"Lavarropas Samsung WW70AA46BW 7 kg 1400 rpm Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1072259"
"2074202";"Lavarropas Samsung WW70AA46BX 7 kg 1400 rpm Inox";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1086749"
"2074221";"Lavarropas Samsung WW70A40000S 7 kg 1000 rpm Silver Inv";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"975999"
"2074234";"Lavarropas Samsung WW65A40000S 6.5kg 1000 rpm Silver";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"884999"
"2074290";"Lavarropas Samsung WW65A4000EE 6.5kg 1000 rpm Blanco";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"848699"
"2074313";"Lavarropas Patrick LRPK57SB 5kg c/s semiauto.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074314";"Lavarropas Patrick LRPK56SB/SBI 5kg c/s semiauto.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074339";"Lavarropas Whirlpool WNQ80AB 1200 RPM 8 KG Blanco inverter c/frontal";"Calle 31 y 42";"CALLE 31";"2";"LAVARROPAS";"978899"
"2074342";"Lavarropas Whirlpool WNQ70AB 7kg c/frontal blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074426";"Lavarropas Samsung WW95AA046BWUBG 9.5Kg 1400rpm Blanco Inverter";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"1179899"
"2074427";"Lavarropas Samsung WW95AA046BXUBG 9.5Kg 1400rpm Silver Inox Inverter";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1267899"
"2074444";"Lavarropas Whirlpool WNQ90AB 1400 rpm 9 KG Blanco Inv. c/frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1099259"
"2074445";"Lavarropas Whirlpool WW11BLAZWA c/s 700 rpm 11 Kg Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074470";"Lavarropas Codini Eco Wash 6510-B 6KG  1000rpm c/Frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074651";"Lavarropas Whirlpool WWH10AT c/superior 10kg Plata";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074652";"Lavarropas Eslabon de lujo EWH07BB C/S 7kg";"Calle 31 y 42";"CALLE 31";"5";"LAVARROPAS";"672289"
"2074736";"Lavarropas Drean Concept Neo Fuzzy 658 Blanco 6.5kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2074786";"Lavarropas Samsung WA85C5441BWUBG c/sup 8.5 kg 700 rpm Blanco Inverter";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"971869"
"2074787";"Lavarropas Samsung WA85C5441BVUBG c/sup 8.5 kg 700 rpm Negro Inverter";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1032999"
"2074835";"Lavarropas Drean Concept Neo Fuzzy 658 Gris 6.5kg";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"688629"
"2074910";"Lavarropas Codini Ecowash 6010-B Inverter 6KG  1000rpm c/Frontal";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"699899"
"2074961";"Lavarropas Whirlpool WNQ95AB 1400 rpm 9.5 KG Blanco Inv. c/frontal";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1215469"
"2074977";"Lavarropas Whirlpool WW09HBB 9Kg. Carga Sup. 740rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"921099"
"2074987";"Lavarropas Columbia LSC7001 Semiautomatico 7 kg c/bomba";"Calle 31 y 42";"CALLE 31";"7";"LAVARROPAS";"231999"
"2075033";"Lavarropas Samsung WA75C5441BWUBG c/sup 7.5 kg Blanco Inverter";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"938749"
"2075101";"Lavarropas Eslabon de lujo EWN09AB C/S 9Kg Negro";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"779359"
"2075164";"Lavarropas Kanji KJH-WMCFWT 6kg Inverter carga frontal Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"560989"
"2075171";"Lavarropas Whirlpool WW10HTBZWA 10Kg Carga sup";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"974999"
"2075176";"Lavarropas Kanji KJH-WMCFSL 6kg Inverter carga frontal Silver";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2075183";"Lavarropas Drean LFDRI0710SB0 c/frontal inverter 7kg 1000rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2075230";"Lavarropas Drean LFDR1012SB0 c/frontal Ecoinverter 10kg 1200rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"9"
"2075232";"Lavarropas Drean 7 Max LTDR79SB 7kg c/s semiauto. 9 Prog.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"335939"
"2075243";"Lavarropas Kanji KJH-WMCVSL6K 6.5kg gris oscuro c/superior 10 prog.";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"402589"
"2075249";"Lavarropas Samsung WA11CG6442BWBG INV c/sup. 11kg 700rpm Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1138499"
"2075251";"Lavarropas ENOVA EWMF-B7 c.frontal 7kg";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"599989"
"2075252";"Lavarropas Drean LFDR0606LB0 c/frontal 6kg 600rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"723919"
"2075255";"Lavarropas ENOVA LE08F10-BL-L Inverter c.frontal 8kg Blanco";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"649899"
"2075256";"Lavarropas ENOVA LE08F10-GR-L Inverter c.frontal 8kg Gris";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"655989"
"2075301";"Lavarropas Midea MF100W60/W-A1 c/frontal 6kg 1000rpm Blanco";"Calle 31 y 42";"CALLE 31";"6";"LAVARROPAS";"671999"
"2075306";"Lavarropas Midea MF200W80WB/W-A1 c/frontal 8kg 1400rpm Inverter  Wifi Blanco";"Calle 31 y 42";"CALLE 31";"8";"LAVARROPAS";"825999"
"2075312";"Lavarropas Bgh Inverter 8kg 1400 rpm Blanco c/frontal BWFI08W24AR";"Calle 31 y 42";"CALLE 31";"15";"LAVARROPAS";"919189"
"2075313";"Lavarropas Bgh Inverter 6kg 1000 rpm Silver c/frontal BWFI06S24AR";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"730809"
"2075324";"Lavarropas Steel Home LRSH56SB0 Redondo 5kg 6 programas";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"179249"
"2075325";"Lavarropas Drean LFDR0814SB0 c/frontal Ecoinverter 8kg 1400rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"908349"
"2075338";"Lavarropas Drean LFDR0814SG0 Gris c/frontal Ecoinverter 8kg 1400rpm";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"951089"
"2075353";"Lavarropas Bgh Inverter 6Kg 1000RPM Blanco c/frontal BWFI06W24AR";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"644399"
"2075371";"Lavarropas Drean LFDR0609LB0 c/frontal 6kg 900rpm Blanco";"Calle 31 y 42";"CALLE 31";"2";"LAVARROPAS";"724989"
"2075373";"Lavarropas Midea MF200W80WB/T-A1 c/frontal 8kg 1400rpm Inverter Wifi Gris";"Calle 31 y 42";"CALLE 31";"2";"LAVARROPAS";"830799"
"2075375";"Lavarropas Midea MF100W60/T-A1 c/frontal 6kg 1000rpm Gris";"Calle 31 y 42";"CALLE 31";"14";"LAVARROPAS";"679289"
"2075376";"Lavarropas Samsung WW10CGC04DAEBG10 10.5Kg Digital Inv. Blanco c/SmartThings";"Calle 31 y 42";"CALLE 31";"0";"LAVARROPAS";"1345499"
"2075377";"Lavarropas Whirlpool WNQ90AS 1400 rpm 9 KG Gris Inv. c/frontal";"Calle 31 y 42";"CALLE 31";"1";"LAVARROPAS";"1175729"
"2075386";"Lavarropas Telefunken TFK-WMCFSL 6kg Inverter Silver carga frontal";"Calle 31 y 42";"CALLE 31";"17";"LAVARROPAS";"515899"
"2075387";"Lavarropas Philco PHCS07B carga superior 5.5kg 750RPM Gris";"Calle 31 y 42";"CALLE 31";"19";"LAVARROPAS";"492199"
"17593";"Lavarropas Drean FAMILY 096 A";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"17806";"Lavarropas Drean FAMILY 066 S";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069813";"Lavarropas Drean CONCEPT 5.05 V1";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069814";"Lavarropas Drean CONCEPT FUZZY LOGIC TECH V1";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069831";"Lavarropas Whirlpool WNQ75AB/76AB 1000 rpm 7 kg";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069922";"Lavarropas Samsung WA80F5S4UDW CARGA SUP. 8.0 kg Blanco";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069933";"Lavarropas Drean GOLD BLUE 8.6 ECO";"";"LOS HORNOS";"0";"LAVARROPAS";"869899"
"2070195";"Lavarropas Patrick LPK08E10B 8KG 1000RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070313";"Lavarropas Drean GOLD BLUE 10.6 ECO +";"";"LOS HORNOS";"0";"LAVARROPAS";"919899"
"2070349";"Lavarropas Candy EVO10653D-12 1000 rpm 6.5kg";"";"LOS HORNOS";"0";"LAVARROPAS";"23869"
"2070405";"Lavarropas Philco WM-PH08 carga superior 7kg 700RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070512";"Lavarropas Patrick LPK65E10B 6.5KG 1000RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070606";"Lavarropas Electrolux ELAC9W/ELAC209W 9 KG 750RPM Carga Sup.";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070763";"Lavarropas Philco WM-PH12 carga superior 9kg 700RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070837";"Lavarropas Drean NEXT 8.14 P ECO 8KG 1400RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070977";"Lavarropas Electrolux ELAC10W/ELAC210W 10 kg 750rpm carga sup.";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070987";"Lavarropas Codini Silent 4051 10KG  6 Prog. Comando Frontal";"";"LOS HORNOS";"0";"LAVARROPAS";"190559"
"2071094";"Lavarropas Codini Silent 4054 10KG Semiautomatico 7 Prog.";"";"LOS HORNOS";"0";"LAVARROPAS";"262649"
"2071098";"Lavarropas Codini 4053 Dynamics 10KG Semiautomatico 7 Prog.";"";"LOS HORNOS";"0";"LAVARROPAS";"226599"
"2071223";"Lavarropas Drean NEXT 6.06 Eco 6KG 600RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071224";"Lavarropas Drean NEXT 6.08 6KG 800RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071225";"Lavarropas Drean NEXT 7.10 7KG 1000RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071226";"Lavarropas Drean NEXT 8.12 8KG 1200RPM Eco";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071381";"Lavarropas Drean NEXT 6.09 6KG 900RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071545";"Lavarropas Philco PHLF060B 6kg carga frontal Bco";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071575";"Lavarropas Drean NEXT 7.09 7KG 900RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071757";"Lavarropas Philco PHLF070B 7kg carga frontal Bco";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071822";"Lavarropas Philco WM-PH07 carga superior 5kg 700RPM";"";"LOS HORNOS";"0";"LAVARROPAS";"22719"
"2071860";"Lavarropas Patrick LPK66E10B 6.5KG 1000RPM Puerta cromada";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071861";"Lavarropas Patrick LPK18E10B 8KG 1000RPM Puerta cromada";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071868";"Lavarropas Electrolux ISADORA 8.5kg 700rpm carga sup.";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071914";"Lavarropas Drean GOLD BLUE 10.8 ECO";"";"LOS HORNOS";"0";"LAVARROPAS";"969119"
"2071927";"Lavarropas Whirlpool WLCF85BA carga frontal 8.5kg 1400rpm";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071928";"Lavarropas Whirlpool WLCF10BA carga frontal 10kg 1400rpm";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072095";"Lavarropas Columbia LSC7000 Semiautomatico 7 kg";"";"LOS HORNOS";"0";"LAVARROPAS";"196899"
"2072096";"Lavarropas Columbia LSC10000 Semiautomatico 10 kg";"";"LOS HORNOS";"0";"LAVARROPAS";"216119"
"2072232";"Lavarropas Electrolux ELAF06W 6KG 900RPM Carga frontal";"";"LOS HORNOS";"0";"LAVARROPAS";"657899"
"2072412";"Lavarropas Electrolux ELAF07W 7KG 1000RPM Carga frontal";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"20751";"Lavarropas Drean 54 CB";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"21537";"Lavarropas Whirlpool WFE 71A 1000 rpm 7 kg";"";"LOS HORNOS";"0";"LAVARROPAS";"9"
"17593";"Lavarropas Drean FAMILY 096 A";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"17806";"Lavarropas Drean FAMILY 066 S";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069813";"Lavarropas Drean CONCEPT 5.05 V1";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069814";"Lavarropas Drean CONCEPT FUZZY LOGIC TECH V1";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069831";"Lavarropas Whirlpool WNQ75AB/76AB 1000 rpm 7 kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069922";"Lavarropas Samsung WA80F5S4UDW CARGA SUP. 8.0 kg Blanco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2069933";"Lavarropas Drean GOLD BLUE 8.6 ECO";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"869899"
"2070195";"Lavarropas Patrick LPK08E10B 8KG 1000RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070313";"Lavarropas Drean GOLD BLUE 10.6 ECO +";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"919899"
"2070349";"Lavarropas Candy EVO10653D-12 1000 rpm 6.5kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"23869"
"2070405";"Lavarropas Philco WM-PH08 carga superior 7kg 700RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070512";"Lavarropas Patrick LPK65E10B 6.5KG 1000RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070606";"Lavarropas Electrolux ELAC9W/ELAC209W 9 KG 750RPM Carga Sup.";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070763";"Lavarropas Philco WM-PH12 carga superior 9kg 700RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070837";"Lavarropas Drean NEXT 8.14 P ECO 8KG 1400RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070977";"Lavarropas Electrolux ELAC10W/ELAC210W 10 kg 750rpm carga sup.";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2070987";"Lavarropas Codini Silent 4051 10KG  6 Prog. Comando Frontal";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"190559"
"2071094";"Lavarropas Codini Silent 4054 10KG Semiautomatico 7 Prog.";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"262649"
"2071098";"Lavarropas Codini 4053 Dynamics 10KG Semiautomatico 7 Prog.";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"226599"
"2071223";"Lavarropas Drean NEXT 6.06 Eco 6KG 600RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071224";"Lavarropas Drean NEXT 6.08 6KG 800RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071225";"Lavarropas Drean NEXT 7.10 7KG 1000RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071226";"Lavarropas Drean NEXT 8.12 8KG 1200RPM Eco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071381";"Lavarropas Drean NEXT 6.09 6KG 900RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071545";"Lavarropas Philco PHLF060B 6kg carga frontal Bco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071575";"Lavarropas Drean NEXT 7.09 7KG 900RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071757";"Lavarropas Philco PHLF070B 7kg carga frontal Bco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071822";"Lavarropas Philco WM-PH07 carga superior 5kg 700RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"22719"
"2071860";"Lavarropas Patrick LPK66E10B 6.5KG 1000RPM Puerta cromada";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071861";"Lavarropas Patrick LPK18E10B 8KG 1000RPM Puerta cromada";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071868";"Lavarropas Electrolux ISADORA 8.5kg 700rpm carga sup.";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071914";"Lavarropas Drean GOLD BLUE 10.8 ECO";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"969119"
"2071927";"Lavarropas Whirlpool WLCF85BA carga frontal 8.5kg 1400rpm";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2071928";"Lavarropas Whirlpool WLCF10BA carga frontal 10kg 1400rpm";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072095";"Lavarropas Columbia LSC7000 Semiautomatico 7 kg";"Los Hornos";"LOS HORNOS";"2";"LAVARROPAS";"196899"
"2072096";"Lavarropas Columbia LSC10000 Semiautomatico 10 kg";"Los Hornos";"LOS HORNOS";"1";"LAVARROPAS";"216119"
"2072232";"Lavarropas Electrolux ELAF06W 6KG 900RPM Carga frontal";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"657899"
"2072412";"Lavarropas Electrolux ELAF07W 7KG 1000RPM Carga frontal";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072432";"Lavarropas Samsung WW65MONHUU 6.5kg Silver Carga frontal";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072476";"Lavarropas Drean NEXT 10.12 PG Eco 10 Kg 1200RPM Gris";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072528";"Lavarropas Samsung WW65MONHWU 6,5Kg Blanco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"819999"
"2072693";"Lavarropas Zanella Z5515 5.5Kg 500RPM Carga Frontal";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2072694";"Lavarropas Steel Home SH6SB Redondo 6 Programas";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073129";"Lavarropas Whirlpool WWI16CS 10Kg. Carga Sup. Silver";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073176";"Lavarropas Columbia LSC10001 10 kg c/bomba desagote";"Los Hornos";"LOS HORNOS";"1";"LAVARROPAS";"261099"
"2073216";"Lavarropas Samsung WA70F5S4UDW 7kg 700 RPM Blanco c/Superior";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"931189"
"2073269";"Lavarropas Drean NEXT 8.14 PG ECO 8KG 1400RPM";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073319";"Lavarropas Drean NEXT 10.12 P Eco 10 Kg 1200RPM Blanco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073411";"Lavarropas Whirlpool WWH07AB c/superior 7.5kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"826139"
"2073587";"Lavarropas Gafa Fuzzy Fit Blanco 7 kg 760 rpm";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073588";"Lavarropas Gafa Fuzzy Fit Gris Plata 7 kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"9"
"2073611";"Lavarropas Gafa Digi Fit Blanco 6.5 kg 760rpm c/s";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"587089"
"2073802";"Lavarropas Eslabon de lujo EWN09ABWZA C/S 9Kg Blanco";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"779359"
"2073915";"Lavarropas ENOVA EWMF-B6 c.frontal 6kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"201119"
"2073916";"Lavarropas ENOVA EWM-B5 c/vertical 5kg";"Los Hornos";"LOS HORNOS";"0";"LAVARROPAS";"149069"
